id,level,givens,grid
easy_155,easy,46,"[[3, 0, 6, 9, 0, 0, 1, 2, 0], [0, 0, 7, 0, 8, 0, 6, 0, 4], [2, 0, 0, 0, 0, 6, 0, 0, 5], [0, 2, 4, 6, 0, 5, 8, 7, 9], [0, 3, 5, 7, 9, 0, 0, 1, 0], [7, 9, 8, 1, 0, 4, 0, 0, 0], [5, 6, 9, 0, 0, 2, 3, 4, 1], [8, 7, 0, 0, 1, 3, 0, 5, 6], [4, 0, 0, 5, 0, 0, 0, 8, 7]]"
easy_156,easy,46,"[[0, 9, 0, 0, 0, 6, 1, 5, 0], [8, 5, 1, 0, 0, 4, 0, 0, 6], [0, 0, 3, 0, 0, 8, 2, 9, 4], [9, 0, 6, 8, 1, 0, 4, 0, 5], [5, 0, 0, 0, 3, 9, 8, 1, 0], [7, 1, 0, 4, 2, 5, 6, 3, 9], [0, 6, 0, 0, 0, 3, 0, 0, 0], [0, 4, 0, 9, 6, 2, 0, 8, 3], [3, 0, 7, 5, 4, 1, 0, 0, 0]]"
easy_157,easy,46,"[[0, 0, 8, 9, 0, 3, 0, 0, 5], [6, 0, 3, 1, 2, 0, 7, 4, 0], [0, 0, 5, 4, 0, 8, 0, 0, 3], [1, 0, 6, 0, 4, 2, 9, 0, 0], [0, 8, 7, 3, 0, 0, 4, 0, 2], [0, 5, 0, 8, 9, 7, 1, 0, 6], [0, 7, 9, 6, 5, 1, 0, 2, 4], [0, 0, 1, 2, 8, 4, 3, 0, 0], [8, 0, 4, 0, 3, 0, 0, 0, 1]]"
easy_158,easy,46,"[[1, 0, 8, 9, 5, 0, 6, 3, 0], [0, 6, 7, 8, 1, 4, 0, 0, 0], [5, 2, 0, 0, 0, 0, 4, 1, 0], [6, 0, 5, 3, 4, 0, 9, 0, 0], [2, 9, 1, 5, 6, 7, 0, 0, 3], [4, 0, 0, 0, 2, 0, 0, 0, 0], [0, 1, 0, 2, 0, 5, 3, 0, 0], [8, 0, 6, 4, 9, 1, 0, 0, 2], [0, 5, 2, 6, 0, 3, 1, 9, 4]]"
easy_159,easy,46,"[[6, 0, 2, 9, 3, 0, 0, 0, 8], [0, 0, 0, 4, 0, 6, 0, 0, 3], [0, 0, 3, 1, 8, 0, 6, 0, 2], [0, 3, 5, 0, 0, 9, 0, 2, 6], [0, 0, 6, 0, 0, 4, 9, 0, 0], [9, 0, 7, 0, 0, 1, 0, 3, 5], [8, 6, 1, 0, 0, 0, 0, 7, 9], [2, 5, 0, 7, 9, 3, 8, 6, 1], [0, 7, 9, 6, 1, 8, 2, 0, 4]]"
easy_160,easy,46,"[[1, 3, 0, 0, 0, 5, 6, 9, 7], [0, 2, 5, 7, 0, 0, 0, 0, 0], [0, 6, 0, 0, 3, 0, 2, 0, 0], [0, 1, 2, 0, 8, 6, 7, 3, 9], [9, 0, 3, 4, 0, 0, 8, 6, 0], [0, 8, 6, 9, 0, 3, 1, 2, 0], [6, 5, 0, 3, 9, 0, 0, 8, 2], [3, 0, 0, 2, 4, 8, 0, 0, 6], [0, 4, 8, 6, 0, 0, 0, 1, 3]]"
easy_161,easy,46,"[[0, 0, 0, 0, 0, 1, 7, 6, 4], [6, 7, 4, 8, 2, 0, 9, 1, 0], [0, 9, 5, 4, 7, 6, 2, 0, 0], [0, 1, 2, 0, 0, 4, 0, 8, 0], [0, 3, 7, 0, 0, 0, 0, 4, 0], [4, 6, 0, 7, 0, 8, 1, 5, 0], [9, 4, 1, 0, 0, 0, 5, 2, 3], [2, 0, 0, 1, 0, 0, 8, 7, 0], [0, 8, 6, 3, 5, 0, 4, 9, 0]]"
easy_162,easy,46,"[[6, 0, 0, 8, 5, 2, 7, 0, 0], [1, 0, 3, 6, 4, 9, 2, 8, 5], [0, 0, 5, 1, 0, 7, 0, 0, 4], [0, 0, 2, 3, 7, 8, 1, 4, 0], [4, 1, 9, 0, 2, 6, 0, 3, 0], [3, 8, 0, 0, 9, 0, 0, 0, 2], [0, 4, 6, 7, 0, 0, 0, 0, 0], [0, 5, 8, 9, 1, 3, 0, 0, 0], [9, 0, 1, 2, 0, 0, 0, 7, 8]]"
easy_163,easy,46,"[[0, 0, 5, 2, 0, 4, 3, 6, 9], [1, 4, 0, 0, 6, 9, 0, 0, 0], [6, 9, 0, 0, 8, 7, 0, 0, 0], [5, 0, 7, 0, 0, 0, 9, 0, 8], [2, 6, 0, 0, 3, 0, 0, 0, 1], [3, 0, 0, 7, 5, 1, 0, 0, 6], [0, 0, 0, 6, 4, 0, 8, 9, 0], [4, 3, 6, 8, 9, 5, 1, 7, 2], [9, 0, 0, 1, 7, 2, 0, 4, 3]]"
easy_164,easy,46,"[[1, 0, 9, 5, 7, 3, 0, 0, 0], [3, 5, 0, 4, 2, 0, 9, 0, 6], [0, 0, 0, 0, 9, 0, 7, 0, 5], [5, 0, 3, 0, 8, 4, 0, 6, 0], [6, 0, 0, 9, 3, 0, 0, 4, 7], [4, 0, 8, 0, 1, 0, 3, 0, 9], [9, 1, 0, 3, 0, 7, 6, 2, 8], [0, 3, 0, 8, 0, 2, 0, 9, 0], [2, 0, 6, 1, 0, 9, 0, 7, 3]]"
easy_165,easy,46,"[[0, 2, 0, 8, 5, 3, 4, 0, 0], [6, 4, 9, 1, 0, 7, 5, 0, 0], [8, 5, 3, 6, 4, 0, 2, 1, 0], [3, 1, 5, 9, 0, 4, 0, 7, 0], [0, 6, 2, 3, 1, 5, 8, 9, 0], [9, 0, 4, 7, 0, 0, 1, 0, 5], [2, 0, 6, 0, 7, 0, 3, 0, 8], [0, 0, 8, 2, 0, 6, 0, 0, 0], [0, 0, 1, 0, 3, 0, 0, 0, 0]]"
easy_166,easy,46,"[[0, 4, 0, 0, 0, 3, 0, 6, 9], [0, 5, 0, 9, 1, 6, 4, 8, 0], [9, 0, 0, 0, 0, 8, 5, 3, 0], [0, 2, 0, 6, 7, 0, 0, 0, 0], [8, 9, 0, 0, 2, 4, 7, 5, 0], [0, 0, 0, 8, 0, 1, 2, 4, 3], [1, 6, 0, 4, 8, 9, 0, 2, 5], [4, 8, 9, 0, 3, 0, 0, 7, 1], [5, 3, 0, 0, 6, 7, 8, 0, 0]]"
easy_167,easy,46,"[[0, 8, 0, 0, 1, 5, 4, 6, 2], [3, 1, 5, 0, 0, 6, 0, 0, 8], [0, 0, 6, 0, 8, 0, 3, 0, 1], [1, 6, 0, 2, 0, 0, 8, 0, 5], [8, 0, 3, 1, 0, 0, 2, 7, 9], [2, 9, 0, 0, 0, 3, 1, 4, 6], [0, 0, 1, 0, 7, 2, 9, 0, 0], [9, 3, 8, 0, 0, 0, 0, 0, 7], [0, 7, 0, 9, 3, 8, 5, 1, 0]]"
easy_168,easy,46,"[[0, 6, 9, 2, 0, 8, 7, 0, 1], [7, 0, 0, 0, 9, 0, 0, 0, 0], [8, 0, 0, 0, 4, 0, 0, 9, 6], [9, 8, 6, 7, 0, 0, 0, 1, 0], [0, 0, 2, 3, 1, 4, 9, 6, 8], [4, 3, 1, 8, 0, 9, 5, 2, 7], [2, 0, 7, 9, 0, 1, 6, 0, 5], [1, 0, 0, 5, 8, 6, 0, 0, 0], [0, 0, 0, 4, 7, 0, 1, 0, 9]]"
easy_169,easy,46,"[[0, 2, 0, 0, 0, 0, 0, 4, 8], [7, 3, 0, 4, 8, 0, 9, 5, 2], [0, 8, 0, 5, 2, 0, 0, 7, 3], [3, 1, 5, 8, 0, 0, 4, 0, 9], [0, 9, 0, 0, 1, 0, 0, 8, 6], [8, 6, 7, 0, 0, 0, 5, 3, 1], [0, 0, 3, 9, 4, 0, 2, 0, 0], [0, 4, 8, 0, 5, 0, 3, 0, 7], [0, 5, 2, 6, 7, 0, 8, 9, 0]]"
easy_170,easy,46,"[[0, 0, 5, 0, 0, 6, 0, 3, 4], [0, 0, 8, 4, 3, 9, 0, 2, 0], [9, 3, 4, 5, 0, 7, 0, 1, 8], [5, 7, 3, 0, 0, 0, 0, 0, 1], [0, 0, 0, 3, 7, 0, 8, 6, 2], [8, 6, 2, 1, 9, 0, 5, 7, 3], [0, 0, 0, 0, 5, 3, 2, 0, 7], [0, 0, 0, 6, 0, 1, 0, 0, 9], [0, 5, 0, 7, 8, 0, 1, 4, 6]]"
easy_171,easy,46,"[[2, 0, 6, 1, 0, 7, 5, 9, 8], [0, 0, 3, 0, 0, 8, 4, 0, 0], [8, 5, 9, 0, 6, 0, 0, 3, 7], [5, 6, 0, 0, 2, 4, 9, 0, 0], [0, 0, 2, 0, 7, 0, 6, 0, 5], [0, 0, 7, 0, 0, 5, 3, 2, 4], [0, 2, 0, 7, 4, 0, 8, 1, 9], [0, 7, 4, 8, 0, 0, 2, 5, 0], [0, 8, 1, 0, 0, 6, 7, 0, 3]]"
easy_172,easy,46,"[[7, 4, 6, 3, 5, 1, 8, 0, 0], [0, 1, 0, 0, 8, 2, 6, 7, 4], [0, 0, 8, 7, 6, 0, 5, 3, 1], [8, 3, 0, 6, 4, 0, 1, 0, 7], [0, 9, 0, 0, 0, 7, 0, 0, 3], [0, 0, 1, 8, 0, 0, 0, 0, 9], [4, 8, 0, 1, 7, 6, 0, 2, 0], [1, 0, 7, 2, 0, 5, 9, 0, 8], [0, 0, 0, 0, 9, 8, 7, 0, 0]]"
easy_173,easy,46,"[[7, 8, 0, 0, 3, 6, 0, 4, 0], [0, 0, 0, 0, 0, 5, 7, 8, 9], [0, 0, 0, 0, 7, 0, 0, 0, 6], [9, 7, 0, 0, 0, 0, 5, 2, 1], [5, 2, 0, 7, 0, 0, 6, 3, 8], [6, 0, 8, 2, 0, 0, 9, 0, 4], [0, 5, 3, 9, 4, 2, 0, 6, 7], [8, 0, 7, 0, 1, 3, 4, 9, 2], [4, 0, 0, 0, 8, 0, 1, 5, 3]]"
easy_174,easy,46,"[[2, 0, 0, 0, 0, 0, 8, 0, 0], [3, 6, 0, 0, 0, 8, 0, 9, 2], [0, 8, 0, 0, 2, 7, 6, 0, 3], [0, 5, 0, 6, 4, 0, 3, 0, 1], [4, 2, 6, 0, 1, 3, 5, 0, 0], [1, 3, 8, 0, 0, 5, 2, 6, 4], [0, 1, 0, 0, 6, 9, 4, 3, 8], [8, 0, 0, 5, 0, 1, 0, 2, 6], [0, 9, 0, 3, 8, 4, 1, 0, 0]]"
easy_175,easy,46,"[[2, 0, 0, 0, 5, 4, 0, 0, 0], [0, 4, 5, 0, 0, 0, 6, 0, 8], [9, 1, 3, 2, 8, 6, 4, 7, 0], [8, 0, 0, 0, 4, 0, 2, 3, 0], [3, 0, 1, 8, 6, 7, 0, 0, 4], [0, 0, 0, 3, 0, 2, 0, 0, 6], [1, 8, 2, 6, 7, 0, 0, 4, 0], [0, 0, 7, 4, 9, 3, 0, 1, 0], [4, 3, 9, 0, 2, 8, 0, 6, 7]]"
easy_176,easy,46,"[[6, 1, 0, 9, 0, 0, 0, 0, 8], [7, 0, 4, 2, 0, 5, 6, 1, 0], [5, 2, 8, 0, 3, 6, 0, 0, 4], [4, 6, 0, 0, 0, 0, 3, 5, 2], [0, 7, 9, 5, 2, 0, 4, 0, 0], [3, 5, 2, 6, 1, 0, 0, 7, 0], [0, 8, 7, 0, 5, 1, 0, 0, 6], [0, 4, 6, 8, 7, 0, 0, 3, 0], [1, 3, 5, 0, 0, 0, 0, 8, 0]]"
easy_177,easy,46,"[[0, 0, 0, 7, 0, 1, 0, 0, 0], [0, 2, 5, 0, 9, 0, 6, 0, 7], [1, 7, 0, 2, 0, 8, 0, 4, 3], [0, 0, 7, 1, 2, 5, 3, 9, 8], [5, 0, 2, 8, 0, 9, 0, 0, 4], [0, 0, 3, 4, 7, 6, 2, 5, 1], [3, 5, 0, 9, 4, 7, 0, 0, 6], [0, 0, 0, 6, 0, 0, 0, 0, 5], [2, 0, 1, 5, 8, 0, 4, 7, 0]]"
easy_178,easy,46,"[[4, 0, 0, 7, 6, 9, 0, 0, 8], [0, 7, 6, 5, 0, 2, 0, 4, 1], [2, 5, 0, 0, 1, 4, 7, 9, 0], [1, 4, 5, 9, 3, 6, 2, 8, 0], [6, 9, 3, 0, 7, 0, 0, 1, 5], [0, 2, 7, 0, 0, 1, 9, 0, 3], [0, 6, 0, 0, 9, 0, 0, 5, 2], [7, 0, 0, 0, 2, 0, 6, 0, 0], [0, 1, 0, 6, 0, 0, 0, 0, 9]]"
easy_179,easy,46,"[[2, 6, 3, 0, 0, 0, 7, 9, 8], [0, 5, 4, 9, 0, 0, 2, 3, 0], [7, 8, 0, 3, 0, 2, 1, 4, 0], [0, 0, 2, 0, 9, 8, 6, 7, 3], [0, 0, 0, 7, 3, 6, 0, 0, 4], [6, 0, 7, 0, 0, 5, 8, 0, 0], [9, 1, 0, 8, 7, 0, 4, 0, 2], [0, 7, 8, 0, 0, 4, 9, 5, 1], [0, 0, 0, 5, 0, 0, 3, 8, 0]]"
easy_180,easy,46,"[[2, 9, 0, 4, 0, 8, 0, 6, 0], [6, 5, 0, 0, 7, 2, 1, 8, 0], [0, 0, 1, 0, 3, 6, 7, 0, 0], [0, 0, 9, 0, 0, 7, 5, 0, 8], [7, 0, 4, 0, 5, 1, 0, 3, 0], [1, 0, 0, 0, 9, 3, 4, 7, 0], [9, 0, 2, 0, 8, 0, 6, 5, 0], [5, 1, 6, 3, 2, 0, 8, 0, 7], [0, 7, 8, 0, 6, 0, 2, 9, 0]]"
easy_181,easy,46,"[[5, 0, 0, 0, 6, 9, 0, 0, 0], [9, 7, 6, 0, 3, 0, 5, 0, 0], [0, 0, 0, 4, 1, 5, 0, 7, 6], [6, 5, 4, 9, 7, 0, 1, 0, 2], [0, 9, 0, 0, 0, 0, 6, 0, 4], [0, 8, 0, 5, 4, 6, 3, 9, 7], [7, 0, 0, 0, 9, 2, 4, 0, 8], [4, 1, 0, 0, 5, 7, 0, 3, 0], [0, 3, 9, 0, 8, 0, 7, 6, 5]]"
easy_182,easy,46,"[[0, 0, 7, 2, 8, 1, 6, 4, 5], [0, 8, 0, 6, 0, 4, 0, 0, 0], [0, 5, 4, 9, 0, 7, 0, 1, 8], [5, 0, 2, 3, 7, 6, 8, 9, 1], [0, 0, 9, 5, 4, 0, 0, 6, 0], [3, 7, 6, 0, 0, 9, 0, 0, 0], [1, 0, 0, 0, 2, 0, 0, 0, 6], [7, 6, 0, 0, 0, 3, 4, 8, 0], [0, 2, 8, 7, 0, 5, 1, 0, 9]]"
easy_183,easy,46,"[[5, 0, 9, 0, 0, 3, 0, 0, 0], [3, 2, 0, 8, 1, 7, 9, 4, 0], [7, 1, 8, 9, 4, 5, 0, 0, 3], [6, 0, 0, 0, 7, 8, 1, 5, 0], [8, 7, 2, 1, 0, 0, 4, 0, 0], [9, 0, 1, 0, 3, 6, 0, 7, 0], [0, 8, 0, 0, 9, 0, 0, 0, 4], [4, 6, 5, 0, 8, 0, 7, 9, 1], [0, 0, 0, 5, 6, 4, 3, 0, 0]]"
easy_184,easy,46,"[[9, 0, 8, 0, 0, 0, 1, 3, 6], [0, 3, 6, 0, 8, 0, 0, 0, 5], [0, 2, 0, 1, 0, 0, 9, 7, 8], [0, 1, 7, 5, 0, 9, 0, 4, 0], [5, 0, 2, 6, 0, 0, 8, 0, 0], [0, 4, 0, 8, 7, 0, 5, 0, 2], [0, 6, 1, 2, 0, 0, 3, 5, 4], [3, 0, 0, 7, 0, 6, 2, 8, 0], [0, 8, 9, 3, 4, 5, 0, 6, 1]]"
easy_185,easy,46,"[[0, 7, 0, 5, 3, 4, 2, 8, 0], [3, 0, 5, 0, 9, 0, 6, 7, 1], [0, 0, 2, 6, 1, 0, 5, 4, 0], [2, 1, 0, 7, 6, 0, 4, 9, 0], [5, 0, 4, 8, 0, 1, 7, 3, 0], [6, 3, 7, 4, 0, 9, 0, 0, 2], [7, 0, 0, 9, 4, 0, 0, 6, 0], [8, 0, 1, 0, 7, 5, 9, 0, 0], [0, 0, 0, 1, 0, 0, 0, 5, 0]]"
easy_186,easy,46,"[[0, 0, 6, 2, 1, 0, 7, 5, 4], [0, 5, 4, 0, 0, 0, 0, 1, 9], [2, 0, 0, 0, 5, 0, 3, 8, 0], [1, 0, 0, 5, 0, 7, 0, 9, 0], [5, 0, 0, 8, 0, 3, 1, 0, 2], [0, 9, 3, 1, 4, 0, 5, 6, 7], [4, 0, 1, 0, 3, 5, 0, 0, 0], [9, 2, 8, 4, 7, 1, 0, 0, 5], [0, 3, 0, 0, 2, 0, 4, 7, 1]]"
easy_187,easy,46,"[[1, 2, 0, 6, 3, 0, 0, 0, 7], [6, 4, 3, 0, 9, 0, 2, 8, 1], [7, 5, 9, 1, 0, 2, 0, 3, 6], [0, 9, 0, 0, 6, 8, 3, 0, 0], [4, 0, 6, 0, 0, 0, 9, 0, 2], [0, 0, 7, 0, 0, 9, 8, 6, 0], [0, 7, 0, 8, 0, 1, 6, 5, 0], [0, 0, 5, 9, 0, 0, 0, 0, 0], [0, 1, 4, 3, 5, 6, 7, 2, 9]]"
easy_188,easy,46,"[[2, 0, 7, 4, 1, 0, 6, 0, 3], [0, 0, 0, 5, 0, 6, 0, 0, 7], [6, 0, 0, 0, 7, 2, 0, 4, 0], [0, 6, 5, 2, 9, 1, 0, 8, 4], [1, 0, 9, 8, 4, 3, 0, 6, 5], [3, 0, 0, 0, 5, 7, 1, 0, 9], [5, 0, 0, 7, 0, 9, 4, 0, 0], [0, 1, 2, 0, 0, 5, 9, 0, 6], [9, 0, 6, 0, 2, 0, 5, 3, 0]]"
easy_189,easy,46,"[[5, 7, 6, 2, 3, 4, 0, 9, 0], [4, 0, 2, 1, 8, 9, 0, 0, 7], [0, 8, 1, 0, 0, 0, 0, 0, 0], [0, 0, 4, 9, 2, 8, 0, 7, 0], [7, 1, 0, 0, 6, 3, 0, 0, 2], [8, 2, 9, 0, 1, 7, 0, 3, 0], [6, 0, 0, 8, 0, 2, 7, 1, 0], [0, 9, 0, 3, 5, 0, 8, 0, 4], [2, 4, 0, 0, 9, 0, 3, 0, 5]]"
easy_190,easy,46,"[[0, 0, 0, 6, 4, 1, 0, 7, 0], [0, 6, 0, 0, 7, 0, 0, 2, 5], [0, 0, 0, 0, 0, 8, 1, 4, 6], [0, 8, 0, 1, 5, 4, 0, 0, 3], [0, 3, 7, 8, 0, 2, 4, 5, 1], [5, 1, 4, 3, 0, 0, 2, 9, 8], [8, 4, 0, 7, 0, 6, 9, 3, 0], [0, 0, 6, 0, 3, 9, 5, 0, 0], [0, 2, 9, 4, 8, 0, 6, 0, 0]]"
easy_191,easy,46,"[[0, 7, 8, 2, 6, 0, 0, 0, 0], [0, 2, 0, 0, 9, 0, 0, 8, 7], [9, 0, 0, 0, 1, 0, 0, 3, 2], [0, 6, 2, 9, 8, 4, 3, 7, 0], [8, 0, 4, 1, 0, 7, 5, 0, 0], [0, 0, 0, 6, 0, 2, 0, 4, 0], [4, 5, 0, 8, 7, 9, 2, 0, 3], [7, 8, 9, 3, 2, 0, 4, 0, 0], [2, 0, 1, 5, 4, 0, 0, 9, 8]]"
easy_192,easy,46,"[[0, 0, 0, 0, 2, 0, 1, 0, 8], [9, 0, 0, 0, 8, 0, 0, 0, 0], [1, 8, 0, 7, 0, 3, 0, 6, 0], [5, 1, 0, 3, 7, 8, 0, 4, 9], [0, 9, 4, 5, 0, 0, 3, 8, 7], [3, 7, 8, 6, 0, 4, 0, 2, 0], [0, 3, 0, 0, 6, 0, 2, 9, 5], [0, 6, 0, 2, 5, 9, 8, 0, 3], [0, 5, 0, 8, 3, 0, 4, 7, 6]]"
easy_193,easy,46,"[[3, 1, 0, 5, 4, 0, 2, 0, 7], [2, 8, 0, 0, 0, 0, 0, 4, 0], [0, 4, 5, 7, 8, 2, 0, 1, 6], [4, 0, 0, 2, 0, 8, 1, 5, 0], [0, 0, 3, 9, 0, 4, 8, 6, 2], [0, 6, 2, 3, 0, 1, 0, 0, 9], [0, 9, 1, 0, 0, 0, 6, 0, 8], [6, 3, 8, 0, 9, 0, 7, 0, 0], [7, 2, 4, 0, 0, 6, 0, 0, 1]]"
easy_194,easy,46,"[[6, 0, 0, 0, 1, 4, 8, 5, 0], [0, 0, 2, 7, 0, 5, 0, 3, 9], [8, 5, 0, 0, 0, 0, 1, 4, 0], [0, 6, 5, 3, 9, 1, 2, 8, 4], [9, 1, 3, 4, 0, 0, 7, 6, 5], [2, 8, 0, 5, 0, 6, 0, 0, 3], [3, 2, 0, 0, 4, 7, 0, 0, 0], [0, 0, 0, 0, 3, 0, 4, 7, 0], [4, 0, 8, 6, 0, 9, 0, 2, 0]]"
easy_195,easy,46,"[[0, 9, 4, 8, 7, 0, 1, 0, 2], [8, 0, 0, 0, 0, 1, 9, 6, 0], [0, 1, 0, 6, 0, 9, 5, 8, 7], [5, 2, 0, 1, 0, 0, 0, 9, 6], [9, 7, 0, 0, 8, 2, 4, 0, 3], [1, 0, 0, 9, 0, 0, 2, 0, 0], [7, 0, 9, 2, 5, 3, 6, 4, 0], [2, 3, 0, 0, 1, 6, 0, 7, 9], [4, 6, 1, 0, 0, 0, 0, 0, 0]]"
easy_196,easy,46,"[[0, 0, 0, 0, 6, 1, 0, 0, 0], [0, 1, 0, 7, 0, 4, 0, 3, 9], [7, 4, 8, 0, 9, 5, 1, 2, 0], [0, 9, 2, 1, 7, 6, 0, 0, 3], [0, 0, 3, 0, 2, 9, 6, 1, 7], [1, 0, 7, 0, 3, 8, 9, 5, 0], [0, 0, 5, 9, 1, 2, 7, 6, 0], [0, 0, 1, 0, 0, 0, 3, 8, 5], [6, 0, 0, 0, 0, 3, 0, 9, 1]]"
easy_197,easy,46,"[[3, 0, 2, 4, 0, 8, 6, 1, 5], [8, 4, 7, 0, 0, 0, 3, 2, 9], [0, 5, 0, 0, 0, 3, 8, 7, 0], [5, 2, 6, 0, 3, 0, 0, 0, 1], [9, 7, 0, 1, 8, 0, 5, 0, 0], [4, 0, 8, 2, 0, 5, 9, 3, 0], [7, 8, 9, 6, 0, 0, 2, 5, 0], [0, 3, 5, 0, 0, 0, 0, 0, 6], [0, 0, 4, 3, 0, 2, 7, 0, 0]]"
easy_198,easy,46,"[[6, 0, 9, 1, 2, 0, 0, 3, 4], [0, 0, 0, 7, 0, 9, 1, 0, 0], [2, 1, 0, 0, 3, 4, 7, 6, 0], [0, 4, 2, 0, 0, 3, 0, 1, 0], [0, 5, 6, 4, 8, 2, 0, 7, 3], [7, 0, 3, 5, 0, 0, 0, 8, 2], [0, 0, 7, 2, 4, 0, 3, 0, 8], [4, 0, 1, 3, 0, 0, 0, 0, 7], [0, 0, 8, 6, 5, 7, 2, 0, 1]]"
easy_199,easy,46,"[[0, 0, 8, 2, 0, 0, 1, 7, 4], [2, 3, 6, 0, 0, 4, 9, 0, 8], [7, 0, 0, 0, 0, 8, 0, 0, 0], [6, 5, 0, 4, 2, 0, 7, 0, 0], [0, 7, 0, 0, 0, 9, 2, 4, 0], [4, 2, 3, 8, 7, 1, 0, 0, 0], [3, 6, 5, 0, 0, 0, 8, 9, 7], [0, 8, 7, 0, 6, 5, 0, 1, 2], [0, 4, 2, 9, 8, 7, 0, 3, 0]]"
easy_200,easy,46,"[[9, 0, 0, 8, 3, 0, 2, 4, 0], [0, 4, 0, 0, 7, 0, 0, 1, 3], [0, 0, 0, 0, 6, 4, 0, 5, 7], [0, 0, 0, 3, 5, 9, 6, 8, 1], [0, 8, 1, 0, 4, 2, 0, 9, 5], [0, 0, 5, 6, 1, 0, 0, 0, 4], [0, 6, 8, 0, 0, 7, 1, 3, 9], [0, 7, 0, 1, 9, 3, 4, 6, 0], [0, 0, 9, 4, 0, 6, 0, 7, 2]]"
easy_201,easy,46,"[[0, 8, 7, 0, 2, 0, 9, 1, 0], [0, 0, 6, 0, 0, 4, 0, 0, 7], [9, 0, 4, 8, 5, 0, 2, 3, 6], [6, 5, 0, 0, 4, 1, 0, 9, 8], [0, 0, 0, 9, 7, 0, 6, 5, 3], [0, 0, 8, 0, 6, 3, 0, 2, 1], [0, 6, 0, 0, 8, 0, 0, 7, 5], [0, 4, 0, 7, 3, 5, 0, 6, 2], [0, 7, 5, 6, 0, 2, 0, 0, 9]]"
easy_202,easy,46,"[[0, 0, 9, 0, 7, 0, 0, 4, 8], [3, 8, 4, 2, 0, 0, 0, 7, 6], [1, 0, 0, 8, 4, 3, 5, 0, 2], [9, 3, 8, 5, 0, 0, 0, 0, 1], [4, 1, 6, 3, 0, 0, 0, 0, 0], [7, 0, 0, 1, 6, 0, 9, 0, 3], [0, 7, 5, 0, 1, 0, 0, 3, 9], [2, 0, 0, 7, 5, 6, 0, 1, 0], [8, 0, 1, 9, 3, 2, 6, 0, 0]]"
easy_203,easy,46,"[[1, 0, 0, 0, 2, 5, 9, 7, 6], [0, 9, 7, 0, 1, 4, 8, 0, 2], [0, 8, 5, 0, 6, 0, 3, 4, 0], [0, 0, 0, 0, 0, 0, 0, 0, 5], [0, 1, 0, 2, 0, 9, 6, 3, 0], [5, 0, 9, 6, 7, 0, 1, 0, 4], [3, 0, 1, 4, 0, 2, 0, 6, 9], [0, 0, 6, 0, 0, 1, 4, 0, 8], [8, 0, 2, 0, 9, 6, 7, 1, 3]]"
easy_204,easy,46,"[[7, 4, 6, 5, 8, 9, 0, 2, 0], [8, 5, 9, 0, 3, 0, 6, 0, 0], [3, 2, 0, 0, 0, 0, 0, 0, 8], [4, 6, 0, 0, 0, 3, 7, 0, 2], [2, 1, 7, 0, 4, 8, 3, 9, 5], [0, 9, 3, 0, 2, 0, 8, 0, 0], [6, 8, 0, 0, 9, 2, 0, 7, 0], [0, 0, 0, 0, 1, 4, 0, 0, 6], [0, 0, 4, 8, 6, 0, 2, 3, 9]]"
easy_205,easy,46,"[[0, 0, 5, 1, 0, 9, 0, 4, 7], [3, 0, 1, 0, 0, 2, 0, 0, 0], [0, 2, 4, 5, 8, 6, 9, 1, 3], [2, 4, 3, 7, 6, 0, 1, 8, 0], [0, 0, 0, 3, 2, 4, 0, 7, 0], [6, 5, 0, 8, 9, 1, 0, 3, 2], [1, 0, 0, 0, 0, 0, 0, 0, 0], [5, 7, 0, 0, 0, 8, 0, 9, 0], [4, 0, 9, 0, 5, 7, 8, 6, 1]]"
easy_206,easy,46,"[[5, 3, 2, 9, 0, 0, 7, 0, 0], [6, 0, 4, 2, 5, 0, 0, 0, 9], [0, 1, 9, 4, 6, 7, 3, 5, 2], [0, 0, 0, 0, 0, 8, 0, 2, 3], [2, 6, 3, 1, 0, 0, 0, 4, 7], [4, 0, 0, 0, 2, 0, 0, 9, 1], [0, 0, 8, 6, 3, 0, 2, 1, 0], [0, 4, 0, 5, 1, 0, 9, 0, 0], [1, 0, 5, 0, 7, 9, 4, 3, 0]]"
easy_207,easy,46,"[[0, 9, 0, 2, 0, 8, 3, 4, 0], [0, 2, 0, 3, 0, 0, 9, 5, 6], [0, 3, 0, 0, 0, 0, 0, 7, 0], [0, 7, 0, 4, 8, 2, 0, 0, 3], [0, 5, 3, 7, 6, 9, 4, 0, 0], [8, 0, 2, 0, 1, 3, 7, 6, 9], [9, 8, 7, 0, 2, 0, 6, 0, 5], [3, 6, 0, 8, 0, 7, 1, 2, 4], [2, 0, 0, 0, 0, 0, 8, 0, 7]]"
easy_208,easy,46,"[[7, 0, 4, 2, 0, 0, 0, 6, 0], [1, 0, 0, 6, 5, 9, 4, 0, 7], [0, 0, 5, 3, 0, 7, 8, 2, 1], [0, 0, 9, 0, 0, 3, 0, 4, 2], [3, 5, 0, 0, 0, 2, 9, 8, 0], [2, 0, 1, 0, 9, 0, 7, 0, 3], [4, 7, 2, 0, 6, 8, 0, 9, 5], [0, 1, 6, 9, 0, 0, 0, 7, 4], [5, 0, 3, 0, 0, 0, 0, 1, 8]]"
